59.425	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146650256	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.427	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146655081	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.429	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146660651	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.431	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146664749	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.474	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146770905	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.476	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146775574	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.497	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146828597	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.501	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146838521	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.523	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146891264	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.530	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146908400	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.536	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146924988	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.538	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	146929819	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.584	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	147043357	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
59.636	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	203290820	147170798	0.000000	0.000000	0.000000	0.000000	200.000000	-0.000000	
