7.975	-0.050847	1.812250	0.000000	
7.976	-0.049397	1.812250	0.000000	
7.977	-0.049397	1.812250	0.000000	
7.978	-0.050847	1.812250	0.000000	
7.979	-0.048914	1.812250	0.000000	
7.980	-0.049881	1.812250	0.000000	
7.981	-0.050525	1.812250	0.000000	
7.982	-0.048914	1.812250	0.000000	
7.983	-0.050686	1.812250	0.000000	
7.984	-0.050525	1.812250	0.000000	
7.985	-0.048270	1.812250	0.000000	
7.986	-0.051008	1.812250	0.000000	
7.987	-0.050042	1.812250	0.000000	
7.988	-0.047948	1.812250	0.000000	
7.989	-0.050686	1.812250	0.000000	
7.990	-0.049559	1.812250	0.000000	
7.991	-0.048753	1.812250	0.000000	
7.992	-0.050525	1.812250	0.000000	
7.993	-0.049075	1.812250	0.000000	
7.994	-0.048753	1.812250	0.000000	
7.995	-0.050686	1.812250	0.000000	
7.996	-0.049397	1.812250	0.000000	
7.997	-0.049559	1.812250	0.000000	
7.998	-0.050686	1.812250	0.000000	
7.999	-0.049236	1.812250	0.000000	
8.000	-0.050203	1.812250	0.000000	
8.001	-0.050203	1.812250	0.000000	
8.002	-0.048592	1.812250	0.000000	
8.003	-0.050686	1.812250	0.000000	
8.004	-0.050042	1.812250	0.000000	
8.005	-0.048753	1.812250	0.000000	
8.006	-0.051330	1.812250	0.000000	
8.008	-0.049236	1.812250	0.000000	
8.008	-0.048270	1.812250	0.000000	
8.009	-0.051169	1.812250	0.000000	
8.010	-0.049075	1.812250	0.000000	
8.011	-0.049397	1.812250	0.000000	
8.012	-0.050364	1.812250	0.000000	
8.013	-0.049075	1.812250	0.000000	
8.014	-0.050364	1.812250	0.000000	
8.015	-0.050203	1.812250	0.000000	
8.017	-0.048592	1.812250	0.000000	
8.017	-0.051330	1.812250	0.000000	
8.018	-0.049397	1.812250	0.000000	
8.019	-0.048753	1.812250	0.000000	
8.020	-0.051169	1.812250	0.000000	
8.021	-0.049236	1.812250	0.000000	
8.022	-0.048753	1.812250	0.000000	
8.023	-0.050525	1.812250	0.000000	
8.024	-0.049075	1.812250	0.000000	
8.025	-0.049720	1.812250	0.000000	
8.026	-0.050203	1.812250	0.000000	
8.027	-0.048753	1.812250	0.000000	
8.028	-0.050203	1.812250	0.000000	
8.029	-0.050042	1.812250	0.000000	
8.030	-0.048431	1.812250	0.000000	
8.031	-0.051008	1.812250	0.000000	
8.032	-0.049397	1.812250	0.000000	
8.033	-0.048270	1.812250	0.000000	
8.034	-0.050686	1.812250	0.000000	
8.035	-0.048914	1.812250	0.000000	
8.036	-0.049236	1.812250	0.000000	
8.037	-0.050525	1.812250	0.000000	
8.038	-0.048753	1.812250	0.000000	
8.039	-0.050203	1.812250	0.000000	
8.040	-0.049881	1.812250	0.000000	
8.041	-0.048753	1.812250	0.000000	
8.042	-0.050525	1.812250	0.000000	
8.043	-0.049236	1.812250	0.000000	
8.044	-0.048753	1.812250	0.000000	
8.045	-0.051169	1.812250	0.000000	
8.046	-0.049075	1.812250	0.000000	
8.047	-0.049559	1.812250	0.000000	
8.048	-0.050364	1.812250	0.000000	
8.049	-0.049075	1.812250	0.000000	
8.050	-0.050847	1.812250	0.000000	
8.051	-0.049720	1.812250	0.000000	
8.052	-0.048431	1.812250	0.000000	
8.053	-0.051330	1.812250	0.000000	
8.054	-0.049720	1.812250	0.000000	
8.055	-0.048592	1.812250	0.000000	
8.056	-0.051008	1.812250	0.000000	
8.057	-0.049236	1.812250	0.000000	
8.058	-0.049075	1.812250	0.000000	
8.059	-0.050686	1.812250	0.000000	
8.060	-0.048914	1.812250	0.000000	
8.061	-0.049559	1.812250	0.000000	
8.062	-0.050525	1.812250	0.000000	
8.063	-0.048753	1.812250	0.000000	
8.064	-0.050042	1.812250	0.000000	
8.065	-0.050203	1.812250	0.000000	
8.066	-0.048914	1.812250	0.000000	
8.067	-0.050525	1.812250	0.000000	
8.068	-0.049881	1.812250	0.000000	
8.069	-0.048109	1.812250	0.000000	
8.070	-0.050686	1.812250	0.000000	
8.071	-0.049559	1.812250	0.000000	
8.072	-0.048753	1.812250	0.000000	
8.073	-0.050525	1.812250	0.000000	
8.074	-0.049559	1.812250	0.000000	
8.075	-0.050042	1.812250	0.000000	
8.076	-0.050203	1.812250	0.000000	
8.077	-0.048914	1.812250	0.000000	
8.078	-0.050525	1.812250	0.000000	
8.079	-0.050042	1.812250	0.000000	
8.080	-0.048431	1.812250	0.000000	
8.081	-0.051330	1.812250	0.000000	
8.082	-0.049720	1.812250	0.000000	
8.083	-0.048431	1.812250	0.000000	
8.084	-0.050686	1.812250	0.000000	
8.085	-0.049236	1.812250	0.000000	
8.086	-0.049720	1.812250	0.000000	
8.087	-0.050203	1.812250	0.000000	
8.088	-0.048914	1.812250	0.000000	
8.089	-0.050203	1.812250	0.000000	
8.090	-0.049720	1.812250	0.000000	
8.091	-0.048270	1.812250	0.000000	
8.092	-0.051008	1.812250	0.000000	
8.094	-0.049559	1.812250	0.000000	
8.095	-0.048431	1.812250	0.000000	
8.095	-0.051008	1.812250	0.000000	
8.096	-0.049397	1.812250	0.000000	
8.097	-0.049881	1.812250	0.000000	
8.098	-0.050364	1.812250	0.000000	
8.099	-0.048592	1.812250	0.000000	
8.100	-0.050686	1.812250	0.000000	
8.101	-0.049881	1.812250	0.000000	
8.102	-0.048753	1.812250	0.000000	
8.103	-0.051330	1.812250	0.000000	
8.104	-0.049559	1.812250	0.000000	
8.105	-0.048753	1.812250	0.000000	
8.106	-0.050686	1.812250	0.000000	
8.107	-0.049397	1.812250	0.000000	
8.108	-0.049720	1.812250	0.000000	
8.109	-0.050847	1.812250	0.000000	
8.110	-0.048914	1.812250	0.000000	
8.111	-0.050203	1.812250	0.000000	
8.112	-0.050042	1.812250	0.000000	
8.113	-0.048431	1.812250	0.000000	
8.114	-0.051330	1.812250	0.000000	
8.115	-0.049075	1.812250	0.000000	
8.116	-0.048753	1.812250	0.000000	
8.117	-0.051330	1.812250	0.000000	
8.118	-0.049559	1.812250	0.000000	
8.119	-0.049559	1.812250	0.000000	
8.120	-0.050847	1.812250	0.000000	
8.121	-0.048914	1.812250	0.000000	
8.122	-0.050042	1.812250	0.000000	
8.123	-0.050525	1.812250	0.000000	
8.124	-0.048914	1.812250	0.000000	
8.125	-0.050847	1.812250	0.000000	
8.126	-0.049559	1.812250	0.000000	
8.127	-0.048109	1.812250	0.000000	
8.128	-0.050686	1.812250	0.000000	
8.129	-0.049559	1.812250	0.000000	
8.130	-0.048914	1.812250	0.000000	
8.131	-0.051008	1.812250	0.000000	
8.132	-0.049075	1.812250	0.000000	
8.133	-0.049236	1.812250	0.000000	
8.134	-0.050686	1.812250	0.000000	
8.135	-0.048914	1.812250	0.000000	
8.136	-0.050203	1.812250	0.000000	
8.137	-0.050364	1.812250	0.000000	
8.138	-0.048431	1.812250	0.000000	
8.139	-0.050686	1.812250	0.000000	
8.140	-0.050042	1.812250	0.000000	
8.141	-0.048270	1.812250	0.000000	
8.142	-0.051491	1.812250	0.000000	
8.143	-0.049559	1.812250	0.000000	
8.144	-0.049236	1.812250	0.000000	
8.145	-0.050686	1.812250	0.000000	
8.146	-0.049397	1.812250	0.000000	
8.147	-0.050042	1.812250	0.000000	
8.148	-0.050203	1.812250	0.000000	
8.149	-0.048914	1.812250	0.000000	
8.150	-0.051008	1.812250	0.000000	
8.151	-0.049559	1.812250	0.000000	
8.152	-0.048592	1.812250	0.000000	
8.153	-0.050847	1.812250	0.000000	
8.154	-0.050042	1.812250	0.000000	
8.155	-0.048592	1.812250	0.000000	
8.156	-0.050847	1.812250	0.000000	
8.157	-0.049720	1.812250	0.000000	
8.158	-0.048592	1.812250	0.000000	
8.159	-0.050847	1.812250	0.000000	
8.160	-0.048753	1.812250	0.000000	
8.161	-0.049075	1.812250	0.000000	
8.162	-0.051008	1.812250	0.000000	
8.163	-0.049236	1.812250	0.000000	
8.164	-0.049559	1.812250	0.000000	
8.165	-0.050847	1.812250	0.000000	
8.166	-0.048914	1.812250	0.000000	
8.167	-0.050042	1.812250	0.000000	
8.168	-0.050525	1.812250	0.000000	
8.169	-0.049236	1.812250	0.000000	
8.170	-0.050203	1.812250	0.000000	
8.171	-0.050042	1.812250	0.000000	
8.172	-0.048753	1.812250	0.000000	
8.173	-0.051169	1.812250	0.000000	
8.174	-0.049720	1.812250	0.000000	
8.175	-0.048431	1.812250	0.000000	
8.176	-0.051330	1.812250	0.000000	
8.177	-0.049559	1.812250	0.000000	
8.178	-0.048592	1.812250	0.000000	
8.179	-0.050847	1.812250	0.000000	
8.180	-0.049075	1.812250	0.000000	
8.181	-0.050203	1.812250	0.000000	
8.182	-0.050042	1.812250	0.000000	
8.183	-0.048753	1.812250	0.000000	
8.184	-0.050686	1.812250	0.000000	
8.185	-0.049881	1.812250	0.000000	
8.186	-0.048270	1.812250	0.000000	
8.187	-0.050847	1.812250	0.000000	
8.188	-0.049559	1.812250	0.000000	
8.189	-0.048914	1.812250	0.000000	
8.190	-0.050847	1.812250	0.000000	
8.191	-0.049075	1.812250	0.000000	
8.192	-0.049559	1.812250	0.000000	
8.193	-0.050364	1.812250	0.000000	
8.194	-0.048431	1.812250	0.000000	
8.195	-0.050686	1.812250	0.000000	
8.196	-0.049559	1.812250	0.000000	
