3.247	0.979750	0.000000	4.026810	3	1.005625	0.000000	4.403078	8	
3.249	0.979750	0.000000	4.023349	3	1.005625	0.000000	4.401538	8	
3.251	0.979750	0.000000	4.019044	3	1.005625	0.000000	4.400472	8	
3.253	0.979750	0.000000	4.014254	7	1.005625	0.000000	4.399858	8	
3.255	0.979750	0.000000	4.009949	7	1.005625	0.000000	4.399675	8	
3.257	0.979750	0.000000	4.006108	7	1.005625	0.000000	4.399988	9	
3.259	0.979750	0.000000	4.002716	7	1.005625	0.000000	4.401009	9	
3.261	0.979750	0.000000	3.999752	7	1.005625	0.000000	4.402709	9	
3.262	0.979750	0.000000	3.998426	7	1.005625	0.000000	4.403803	9	
3.264	0.979750	0.000000	3.996075	2	1.005625	0.000000	4.406461	9	
3.266	0.979750	0.000000	3.992920	2	1.005625	0.000000	4.409723	9	
3.268	0.979750	0.000000	3.988605	2	1.005625	0.000000	4.413561	7	
3.270	0.979750	0.000000	3.983184	2	1.005625	0.000000	4.417471	7	
3.272	0.979750	0.000000	3.976708	2	1.005625	0.000000	4.421293	7	
3.274	0.979750	0.000000	3.969224	2	1.005625	0.000000	4.425028	7	
3.276	0.979750	0.000000	3.960780	4	1.005625	0.000000	4.428677	7	
3.278	0.979750	0.000000	3.951900	4	1.005625	0.000000	4.432243	7	
3.280	0.979750	0.000000	3.942763	4	1.005625	0.000000	4.435488	4	
3.282	0.979750	0.000000	3.933384	4	1.005625	0.000000	4.437714	4	
3.284	0.979750	0.000000	3.923778	4	1.005625	0.000000	4.438966	4	
3.286	0.980875	1.125000	5.934356	4	1.005625	0.000000	4.439284	4	
3.288	0.980875	0.000000	3.903862	3	1.005625	0.000000	4.438709	4	
3.290	0.979750	0.000000	3.893267	3	1.005625	0.000000	4.437281	4	
3.292	0.979750	0.000000	3.882201	3	1.005625	0.000000	4.435277	7	
3.294	0.979750	0.000000	3.870691	3	1.005625	0.000000	4.433432	7	
3.296	0.979750	0.000000	3.858760	3	1.005625	0.000000	4.431741	7	
3.298	0.980875	0.000000	3.846432	3	1.005625	0.000000	4.430198	7	
3.300	0.980875	0.000000	3.833812	4	1.005625	0.000000	4.428797	7	
3.302	0.980875	0.000000	3.827487	4	1.005625	0.000000	4.428148	7	
3.303	0.980875	0.000000	3.814814	4	1.005625	0.000000	4.426950	5	
3.305	0.980875	0.000000	3.802116	4	1.005625	0.000000	4.425402	5	
3.307	0.980875	0.000000	3.789399	4	1.005625	0.000000	4.423366	5	
3.309	0.980875	0.000000	3.776669	4	1.005625	0.000000	4.420863	5	
3.311	0.982000	0.000000	3.763933	6	1.005625	0.000000	4.417916	5	
3.313	0.982000	0.000000	3.751675	6	1.005625	0.000000	4.414545	5	
3.315	0.982000	0.000000	3.740035	6	1.005625	0.000000	4.410771	5	
3.317	0.982000	0.000000	3.728994	6	1.005625	0.000000	4.406612	5	
3.319	0.982000	0.000000	3.718530	6	1.005625	0.000000	4.402087	5	
3.321	0.982000	0.000000	3.708623	6	1.005625	0.000000	4.397213	5	
3.323	0.982000	0.000000	3.699333	7	1.005625	0.000000	4.392010	5	
3.325	0.983125	0.000000	3.690875	7	1.005625	0.000000	4.386493	4	
3.327	0.983125	0.000000	3.683217	7	1.005625	0.000000	4.380599	4	
3.329	0.982000	0.000000	3.676327	7	1.005625	0.000000	4.374110	4	
3.331	0.982000	0.000000	3.670175	7	1.005625	0.000000	4.367056	4	
3.333	0.983125	0.000000	3.664733	7	1.005625	0.000000	4.359465	4	
3.335	0.983125	0.000000	3.660051	8	1.005625	0.000000	4.351364	4	
3.337	0.982000	0.000000	3.656337	8	1.005625	0.000000	4.342779	7	
3.339	0.982000	0.000000	3.653551	8	1.005625	0.000000	4.333975	7	
3.341	0.983125	1.125000	5.589424	8	1.005625	0.000000	4.325676	7	
3.343	0.983125	0.000000	3.650605	8	1.005625	0.000000	4.317863	7	
3.345	0.983125	0.000000	3.650371	4	1.005625	0.000000	4.310517	7	
3.346	0.983125	0.000000	3.650228	4	1.005625	0.000000	4.307015	7	
3.348	0.983125	0.000000	3.649576	4	1.005625	0.000000	4.300341	9	
3.350	0.983125	0.000000	3.648456	4	1.005625	0.000000	4.294254	9	
3.352	0.983125	0.000000	3.646887	4	1.006750	0.000000	4.289205	9	
3.354	0.984250	1.125000	5.580530	4	1.005625	0.000000	4.285152	9	
3.356	0.984250	0.000000	3.642485	8	1.005625	0.000000	4.282053	9	
3.358	0.984250	0.000000	3.640010	8	1.005625	0.000000	4.279868	9	
3.360	0.984250	0.000000	3.638416	8	1.006750	1.125000	6.413805	7	
3.362	0.984250	0.000000	3.637666	8	1.006750	0.000000	4.277926	7	
3.364	0.984250	0.000000	3.637722	8	1.006750	0.000000	4.277471	7	
3.366	0.984250	0.000000	3.638550	8	1.006750	0.000000	4.277184	7	
3.368	0.984250	0.000000	3.640115	6	1.006750	0.000000	4.277058	7	
3.370	0.984250	0.000000	3.642225	6	1.006750	0.000000	4.277087	7	
3.372	0.984250	0.000000	3.644383	6	1.006750	0.000000	4.277263	7	
3.374	0.984250	0.000000	3.646585	6	1.006750	0.000000	4.277581	7	
3.376	0.984250	0.000000	3.648828	6	1.006750	0.000000	4.278033	7	
3.378	0.984250	0.000000	3.651111	6	1.006750	0.000000	4.278614	7	
3.380	0.984250	0.000000	3.653428	6	1.006750	0.000000	4.279316	7	
3.382	0.984250	0.000000	3.655779	6	1.006750	0.000000	4.280135	7	
3.384	0.984250	0.000000	3.658160	6	1.006750	0.000000	4.281066	8	
