34.295	-0.046176	1.000000	0.000000	0.004481	
34.295	-0.046821	1.000000	0.000000	0.004481	
34.296	-0.046499	1.000000	0.000000	0.004481	
34.297	-0.045371	1.000000	0.000000	-0.025418	
34.298	-0.047626	1.000000	0.000000	-0.025418	
34.299	-0.045210	1.000000	0.000000	-0.025418	
34.300	-0.047787	1.000000	0.000000	-0.025418	
34.301	-0.046660	1.000000	0.000000	0.004481	
34.302	-0.046660	1.000000	0.000000	0.004481	
34.303	-0.046982	1.000000	0.000000	0.004481	
34.304	-0.045210	1.000000	0.000000	0.004481	
34.306	-0.047948	1.000000	0.000000	0.004481	
34.306	-0.046660	1.000000	0.000000	0.004481	
34.307	-0.047465	1.000000	0.000000	0.004481	
34.308	-0.046337	1.000000	0.000000	0.004481	
34.309	-0.045049	1.000000	0.000000	0.004481	
34.310	-0.047304	1.000000	0.000000	0.004481	
34.311	-0.046015	1.000000	0.000000	0.004481	
34.312	-0.047626	1.000000	0.000000	0.004481	
34.313	-0.046337	1.000000	0.000000	0.004481	
34.314	-0.046660	1.000000	0.000000	0.004481	
34.315	-0.046337	1.000000	0.000000	0.004481	
34.317	-0.045532	1.000000	0.000000	0.004481	
34.317	-0.048270	1.000000	0.000000	0.004481	
34.318	-0.046015	1.000000	0.000000	0.004481	
34.319	-0.047626	1.000000	0.000000	0.004481	
34.320	-0.046176	1.000000	0.000000	0.004481	
34.322	-0.046176	1.000000	0.000000	-0.025417	
34.322	-0.047787	1.000000	0.000000	-0.025417	
34.323	-0.046015	1.000000	0.000000	-0.025417	
34.324	-0.048109	1.000000	0.000000	-0.025417	
34.325	-0.046499	1.000000	0.000000	0.004481	
34.326	-0.046499	1.000000	0.000000	0.004481	
34.328	-0.046821	1.000000	0.000000	-0.025417	
34.328	-0.045049	1.000000	0.000000	-0.025417	
34.329	-0.048270	1.000000	0.000000	-0.025417	
34.331	-0.045693	1.000000	0.000000	-0.025417	
34.331	-0.047304	1.000000	0.000000	-0.025417	
